course_number,course_title,Units,Type,Section,Session,Time,Seats,Registered,Instructor,Room,start_time_of_day,end_time_of_day,day_of_week
ASTE-524,Human Spaceflight,3.0 units,Lecture,29122R,048,11:00-1:40pm,40,30,Garrett Reisman,OHE100D,11,13.666666666666666,Tuesday
ASTE-524,Human Spaceflight,NA,Lecture,29152D,034,11:00-1:40pm,40,21,Garrett Reisman,DEN@Viterbi,11,13.666666666666666,Tuesday
ASTE-527,Space Exploration Architectures Concept Synthesis Studio,3.0 units,Lecture,29134R,048,6:40-9:20pm,7,5,Madhu Thangavelu,OHE114,18.666666666666668,21.333333333333332,Tuesday
ASTE-527,Space Exploration Architectures Concept Synthesis Studio,NA,Lecture,29164D,034,6:40-9:20pm,5,2,Madhu Thangavelu,DEN@Viterbi,18.666666666666668,21.333333333333332,Tuesday
ASTE-535,Space Environments and Spacecraft Interactions,3.0 units,Lecture,29135R,048,6:40-9:20pm,40,24,William Tobiska Dan Erwin Mike Gruntman,OHE100C,18.666666666666668,21.333333333333332,Tuesday
ASTE-535,Space Environments and Spacecraft Interactions,NA,Lecture,29165D,034,6:40-9:20pm,40,23,William Tobiska Dan Erwin Mike Gruntman,DEN@Viterbi,18.666666666666668,21.333333333333332,Tuesday
ASTR-100Lxg,The Universe,4.0 units,Lecture,50800R,001,12:00-1:50pm,128,128,Vahe Peroomian,SLH200,12,13.833333333333334,Tuesday
ASTR-100Lxg,The Universe,NA,Lab,50802R,001,10:00-11:50am,16,16,NA,SGM313,10,11.833333333333334,Tuesday
ASTR-100Lxg,The Universe,NA,Lab,50806R,001,2:00-3:50pm,16,16,NA,SGM313,14,15.833333333333334,Tuesday
ASTR-100Lxg,The Universe,NA,Lab,50812R,001,10:00-11:50am,16,16,NA,SGM313,10,11.833333333333334,Tuesday
ASTR-100Lxg,The Universe,NA,Lab,50815R,001,12:00-1:50pm,16,16,NA,SGM313,12,13.833333333333334,Tuesday
ASTR-100Lxg,The Universe,NA,Lab,50818R,001,2:00-3:50pm,16,16,NA,SGM313,14,15.833333333333334,Tuesday
ASTR-200Lg,Life in the Universe,4.0 units,Lecture,50830R,001,2:00-3:20pm,90,88,Vahe Peroomian,SLH100,14,15.333333333333334,Tuesday
BAEP-423,Management of Small Businesses,4.0 units,Lecture,14372D,001,12:00-1:50pm,36,22,Kimberly Kelly Rolfe,JFF417,12,13.833333333333334,Tuesday
BAEP-423,Management of Small Businesses,NA,Lecture,14374D,001,10:00-11:50am,35,31,Marianne Szymanski,JFF417,10,11.833333333333334,Tuesday
BAEP-451,The Management of New Enterprises,4.0 units,Lecture,14378D,001,2:00-3:50pm,60,59,Albert Napoli,JFF414,14,15.833333333333334,Tuesday
BAEP-451,The Management of New Enterprises,NA,Lecture,14380D,001,10:00-11:50am,45,35,Patrick Henry,JFF416,10,11.833333333333334,Tuesday
BAEP-452,Feasibility Analysis,NA,Lecture,14382D,001,6:00-9:20pm,44,41,Paul Orlando,JFF416,18,21.333333333333332,Tuesday
BAEP-460,Philanthropy and Social Impact,2.0,Lecture,14385D,001,12:00-1:50pm,26,26,Laura Fox,JFF416,12,13.833333333333334,Tuesday
BAEP-469,Growth Hacking: Scaling Startups,2.0 units,Lecture,14371D,001,2:00-3:50pm,35,30,Paul Orlando,JFF416,14,15.833333333333334,Tuesday
BAEP-480,Entrepreneurial Family Business,4.0 units,Lecture,14390R,001,4:00-5:50pm,48,44,Albert Napoli,JFF416,16,17.833333333333332,Tuesday
BAEP-491,Introduction to Social Entrepreneurship,4.0 units,Lecture,14393D,001,10:00-11:50am,60,55,Adlai Wertman,JFF414,10,11.833333333333334,Tuesday
BAEP-499,"Entrepreneurial Imagination: Past, Present and Future",4.0,Lecture,14399D,001,12:00-1:50pm,36,21,Christina Lubinski,JFF414,12,13.833333333333334,Tuesday
BAEP-559,Investing in New Ventures,3.0 units,Lecture,14420R,033,6:30-9:30pm,77,51,Scott Lenet Selina Troesch,JKP210,18.5,21.5,Tuesday
BAEP-571,Social Innovation Design,3.0 units,Lecture,14424D,033,6:30-9:30pm,63,58,Abby Fifer Mandell,JKP212,18.5,21.5,Tuesday
BAEP-585,Seminar: The Entrepreneurial Mindset,1.5 units,Lecture,14407D,411,3:30-6:20pm,15,15,Paul Orfalea Elissa Grossman,TBA,15.5,18.333333333333332,Tuesday
BAEP-585,Seminar: The Entrepreneurial Mindset,NA,Lecture,14408D,415,3:30-6:20pm,15,14,Paul Orfalea Elissa Grossman,TBA,15.5,18.333333333333332,Tuesday
BAEP-599,Entrepreneurship in the Consumer Goods and Lifestyle Industry,1.5,Lecture,14448D,415,3:30-6:20pm,26,25,Michael West Elissa Grossman,BRI202,15.5,18.333333333333332,Tuesday
BIOC-511,Foundations for Molecular Medicine,4.0 units,Lecture,40445D,046,2:00-3:50pm,50,24,Baruch Frenkel Judd Rice Sita Reddy Ansgar Siemer Mark Frey Vijay Kalra Michael Stallcup Jian Xu Bangyan Stiles Yves Declerck Lucio Comai,MCH156,14,15.833333333333334,Tuesday
BIOC-531,Cell Biology,4.0 units,Lecture,40654D,046,9:00-10:50am,90,58,Axel Schonthal Megan McCain Ebrahim Zandi Amir Goldkorn Chengyu Liang Florence Hofman Sarah Hamm-Alvarez Curtis Okamoto Yves Declerck Randall Widelitz Steve Swenson Qilong Ying Josh Neman-Ebrahim Amy Ryan Nicholas Graham Sanda Win,MCH256,9,10.833333333333334,Tuesday
BIOC-561,Molecular Biology,4.0 units,Lecture,40664D,046,3:00-4:50pm,85,39,Woojin An Roger Duncan Michael Lieber Sita Reddy Judd Rice Stanley Tahara Ebrahim Zandi Oliver Bell,MCH256,15,16.833333333333332,Tuesday
BISC-101Lxg,Cellular and Molecular Biology,NA,Lab,13103R,001,11:00-12:50pm,20,18,Virginia Nunez Mir,ZHS258,11,12.833333333333334,Tuesday
BISC-101Lxg,Cellular and Molecular Biology,NA,Lab,13117R,001,2:00-3:50pm,20,20,Virginia Nunez Mir,ZHS258,14,15.833333333333334,Tuesday
BISC-102Lxg,Humans and Their Environment,4.0 units,Lecture,13000R,001,9:30-10:50am,144,140,Carly Kenkel Dale Kiefer,SAL101,9.5,10.833333333333334,Tuesday
BISC-102Lxg,Humans and Their Environment,NA,Lab,13106R,001,2:00-3:50pm,16,16,Yubin Raut,ZHS257,14,15.833333333333334,Tuesday
BISC-102Lxg,Humans and Their Environment,NA,Lab,13107R,001,12:00-1:50pm,16,15,Yubin Raut,ZHS257,12,13.833333333333334,Tuesday
BISC-102Lxg,Humans and Their Environment,NA,Lab,13111R,001,4:00-5:50pm,16,16,Yubin Raut,ZHS257,16,17.833333333333332,Tuesday
BISC-104Lxg,How the Body Works,NA,Lab,13120R,001,10:00-11:50am,20,16,Amal Thomas,ZHS372,10,11.833333333333334,Tuesday
BISC-104Lxg,How the Body Works,NA,Lab,13126R,001,2:00-3:50pm,20,19,Amal Thomas,ZHS372,14,15.833333333333334,Tuesday
BISC-120Lg,General Biology: Organismal Biology and Evolution,4.0 units,Lecture,13003D,001,2:00-3:20pm,150,114,Oliver Rizk,THH101,14,15.333333333333334,Tuesday
BISC-120Lg,General Biology: Organismal Biology and Evolution,NA,Lecture,13006D,001,3:30-4:50pm,200,160,Oliver Rizk,THH101,15.5,16.833333333333332,Tuesday
BISC-120Lg,General Biology: Organismal Biology and Evolution,NA,Lab,13140R,001,8:00-10:50am,20,18,Samantha Gleich,ZHS361,8,10.833333333333334,Tuesday
BISC-120Lg,General Biology: Organismal Biology and Evolution,NA,Lab,13141R,001,8:00-10:50am,20,19,Kyra Florea,ZHS363,8,10.833333333333334,Tuesday
BISC-120Lg,General Biology: Organismal Biology and Evolution,NA,Lab,13142R,001,8:00-10:50am,20,18,Xiaojing Ji,ZHS365,8,10.833333333333334,Tuesday
BISC-120Lg,General Biology: Organismal Biology and Evolution,NA,Lab,13145R,001,5:00-7:50pm,20,18,Mingrui Chen,ZHS365,17,19.833333333333332,Tuesday
BISC-120Lg,General Biology: Organismal Biology and Evolution,NA,Lab,13152R,001,11:00-1:50pm,20,17,Brett Spatola,ZHS361,11,13.833333333333334,Tuesday
BISC-120Lg,General Biology: Organismal Biology and Evolution,NA,Lab,13153R,001,11:00-1:50pm,20,17,Christian Rabot,ZHS363,11,13.833333333333334,Tuesday
BISC-120Lg,General Biology: Organismal Biology and Evolution,NA,Lab,13154R,001,11:00-1:50pm,20,19,Xiaojing Ji,ZHS365,11,13.833333333333334,Tuesday
BISC-120Lg,General Biology: Organismal Biology and Evolution,NA,Lab,13164R,001,2:00-4:50pm,20,18,Brett Spatola,ZHS361,14,16.833333333333332,Tuesday
BISC-120Lg,General Biology: Organismal Biology and Evolution,NA,Lab,13165R,001,2:00-4:50pm,20,17,Siliangyu Cheng,ZHS363,14,16.833333333333332,Tuesday
BISC-120Lg,General Biology: Organismal Biology and Evolution,NA,Lab,13166R,001,2:00-4:50pm,20,15,Mingrui Chen,ZHS365,14,16.833333333333332,Tuesday
BISC-120Lg,General Biology: Organismal Biology and Evolution,NA,Lab,13173R,001,5:00-7:50pm,20,16,Brett Spatola,ZHS361,17,19.833333333333332,Tuesday
BISC-120Lg,General Biology: Organismal Biology and Evolution,NA,Lab,13174R,001,5:00-7:50pm,20,18,Yilin Gao,ZHS363,17,19.833333333333332,Tuesday
BISC-121Lg,Advanced General Biology: Organismal Biology and Evolution,NA,Lab,13190R,001,8:00-10:50am,10,10,Mackenzie Partridge,ZHS369,8,10.833333333333334,Tuesday
BISC-121Lg,Advanced General Biology: Organismal Biology and Evolution,NA,Lab,13192R,001,11:00-1:50pm,11,11,Guilherme De Sena Brandine,ZHS369,11,13.833333333333334,Tuesday
BISC-121Lg,Advanced General Biology: Organismal Biology and Evolution,NA,Lab,13194R,001,2:00-4:50pm,10,10,Guilherme De Sena Brandine,ZHS369,14,16.833333333333332,Tuesday
BISC-150Lxg,The Nature of Human Health and Disease,4.0 units,Lecture,13007R,001,9:30-10:50am,108,106,Oliver Rizk Raffaella Ghittoni,ZHS159,9.5,10.833333333333334,Tuesday
BISC-150Lxg,The Nature of Human Health and Disease,NA,Lab,13216D,001,12:00-1:50pm,18,17,Kujin Tang,ZHS458,12,13.833333333333334,Tuesday
BISC-150Lxg,The Nature of Human Health and Disease,NA,Lab,13221D,001,2:00-3:50pm,18,18,Kujin Tang,ZHS458,14,15.833333333333334,Tuesday
BISC-193,Introduction to Research I,1.0 unit,Lecture,13008R,001,11:00-11:50am,30,25,Albert Herrera,MRF229,11,11.833333333333334,Tuesday
BISC-220Lg,General Biology: Cell Biology and Physiology,4.0 units,Lecture,13022D,001,9:30-10:50am,119,98,Albert Herrera,MRF340,9.5,10.833333333333334,Tuesday
BISC-305g,Statistics for Biological Sciences,4.0 units,Lecture,13032D,001,11:00-12:20pm,37,37,Peter Calabrese,VKC101,11,12.333333333333334,Tuesday
BISC-305g,Statistics for Biological Sciences,NA,Lecture,13034R,001,11:00-12:20pm,36,32,Fengzhu Sun Liang Chen,KAP147,11,12.333333333333334,Tuesday
BISC-320Lg,Molecular Biology,NA,Lab,13314R,001,9:00-11:50am,24,13,Nancy Castro Shirin Birjandi Yiwei He,ZHS357,9,11.833333333333334,Tuesday
BISC-320Lg,Molecular Biology,NA,Lab,13315R,001,9:00-11:50am,24,23,Grayson Jaggers Jason Wang,ZHS359,9,11.833333333333334,Tuesday
BISC-320Lg,Molecular Biology,NA,Lab,13318R,001,1:00-3:50pm,24,24,Grayson Jaggers Yiwei He,ZHS359,13,15.833333333333334,Tuesday
BISC-320Lg,Molecular Biology,NA,Lab,13319R,001,1:00-3:50pm,24,21,Nancy Castro Shirin Birjandi Haiyang Zhang,ZHS357,13,15.833333333333334,Tuesday
BISC-320Lg,Molecular Biology,NA,Lab,13334R,001,5:00-7:50pm,24,18,Nancy Castro Shirin Birjandi Meghan Petrie,ZHS357,17,19.833333333333332,Tuesday
BISC-320Lg,Molecular Biology,NA,Lab,13335R,001,5:00-7:50pm,24,24,Grayson Jaggers Jason Wang,ZHS359,17,19.833333333333332,Tuesday
BISC-325,Genetics,NA,Discussion,13341R,001,9:30-10:50am,19,15,Kelly Deweese,MRF206,9.5,10.833333333333334,Tuesday
BISC-325,Genetics,NA,Discussion,13342R,001,12:30-1:50pm,20,18,Joseph Hale,WPH107,12.5,13.833333333333334,Tuesday
BISC-330L,Biochemistry,NA,Lab,13332R,001,9:00-11:50am,18,7,Yiying Zheng,SGM301,9,11.833333333333334,Tuesday
BISC-330L,Biochemistry,NA,Lab,13339R,001,1:00-3:50pm,18,15,Emma Jackson,SGM301,13,15.833333333333334,Tuesday
BISC-403,Advanced Molecular Biology,4.0 units,Lecture,13028R,001,12:30-1:50pm,40,28,Susan L Forsburg John Tower,ZHS163,12.5,13.833333333333334,Tuesday
BISC-403,Advanced Molecular Biology,NA,Discussion,13370R,001,4:00-5:50pm,20,13,Joshua Park,VKC255,16,17.833333333333332,Tuesday
BISC-406L,Biotechnology,4.0 units,Lecture,13029D,001,9:00-9:50am,18,8,Christa Bancroft,ZHS472,9,9.833333333333334,Tuesday
BISC-421,Neurobiology,NA,Discussion,13401R,001,2:00-3:50pm,25,22,Ahyun Jung,ZHS360,14,15.833333333333334,Tuesday
BISC-450L,Principles of Immunology,4.0 units,Lecture,13450R,001,12:30-1:50pm,28,21,Raffaella Ghittoni,ZHS360,12.5,13.833333333333334,Tuesday
BISC-461,The Cellular Basis of Learning and Memory,2.0,Lecture,13056D,001,4:00-5:50pm,15,13,Donald Arnold,RRI221,16,17.833333333333332,Tuesday
BISC-473L,Biological Oceanography,4.0 units,Lecture,13551R,001,2:00-3:20pm,19,13,James Thrash Naomi Levine,VKC256,14,15.333333333333334,Tuesday
BISC-473L,Biological Oceanography,NA,Lab,13553R,001,3:30-6:20pm,19,13,Yi-Chun Yeh,ZHS469,15.5,18.333333333333332,Tuesday
BISC-481,Structural Bioinformatics: From Atoms to Cells,4.0 units,Lecture,13481R,001,11:00-12:20pm,30,23,Remo Rohs Vsevolod Katritch,RRI101,11,12.333333333333334,Tuesday
BISC-572,Medical Physiology I,4.0 units,Lecture,40673D,046,1:00-2:50pm,46,11,Harvey Kaslow Robert Farley Rayudu Gopalakrishna Jang-Hyun Youn E. Todd Schroeder Michael Jakowec Andrew Cheng Jon Detterich Ray Matthews Michael Bowdish Janos Peti Peterdi Alicia McDonough Kevin Lemley Roshan Rajani Thomas Keens John Wood Beiyun Zhou Kenneth Hallows David Peng Wei Li,MMR122,13,14.833333333333334,Tuesday
BISC-577a,Computational Molecular Biology Laboratory,2.0 units,Lecture,13577D,001,2:00-3:20pm,19,15,Vsevolod Katritch Adam MacLean,RRI421,14,15.333333333333334,Tuesday
BISC-582,Advanced Biological Oceanography,4.0 units,Lecture,13582D,001,2:00-3:20pm,20,13,Wiebke Ziebis David Hutchins Sergio Sanudo-Wilhelmy,AHF259,14,15.333333333333334,Tuesday
BISC-593,Practicum in Teaching the Biological Sciences,NA,Lecture,13594D,001,12:30-2:30pm,25,23,Peter Calabrese,RRI301,12.5,14.5,Tuesday
BKN-593,Behavioral Basis of Motor Control and Learning,3.0 units,Lecture,12455R,046,9:00-12:00pm,15,6,Carolee Winstein Beth Fisher,CHP221,9,12,Tuesday
BME-101,Introduction to Biomedical Engineering,4.0 units,Lecture,29205D,001,2:00-3:20pm,40,24,George Tolomiczenko,MHPB7B,14,15.333333333333334,Tuesday
BME-202,Control and Communication in the Nervous System,4.0 units,Lecture,29209D,001,9:30-10:50am,45,39,Jennifer Treweek,SOS B46,9.5,10.833333333333334,Tuesday
BME-202,Control and Communication in the Nervous System,NA,Lecture,29208D,001,12:30-1:50pm,41,37,Jennifer Treweek,SGM601,12.5,13.833333333333334,Tuesday
BME-403L,Physiological Systems,NA,Lab,29221R,001,12:30-1:50pm,20,10,NA,DRB351,12.5,13.833333333333334,Tuesday
BME-405L,Senior Projects: Measurements and Instrumentation,4.0 units,Lecture,29230D,001,11:00-12:20pm,35,32,Jean-Michel Maarek,GFS207,11,12.333333333333334,Tuesday
BME-405L,Senior Projects: Measurements and Instrumentation,NA,Lab,29228R,001,2:00-4:50pm,20,19,NA,DRB351,14,16.833333333333332,Tuesday
BME-423,Statistical Methods in Biomedical Engineering,NA,Discussion,29256R,001,4:00-5:20pm,33,25,NA,KAP148,16,17.333333333333332,Tuesday
BME-451,Fundamentals of Biomedical Microdevices,3.0 units,Lecture,29260D,001,9:30-10:50am,20,17,Ellis Meng,DRB351,9.5,10.833333333333334,Tuesday
BME-502,Advanced Studies of the Nervous System,4.0 units,Lecture,29285D,034,12:30-1:50pm,10,3,Jeanmarie Bouteiller,DEN@Viterbi,12.5,13.833333333333334,Tuesday
BME-502,Advanced Studies of the Nervous System,NA,Lecture,29290D,048,12:30-1:50pm,70,24,Jeanmarie Bouteiller,OHE122,12.5,13.833333333333334,Tuesday
BME-559,Nanomedicine and Drug Delivery,3.0 units,Lecture,29279D,048,11:00-12:20pm,15,15,Eun Ji Chung,THH118,11,12.333333333333334,Tuesday
BME-566c,"Topics in Health, Technology and Engineering",2.0 units,Lecture,29276D,048,4:00-6:50pm,25,5,Terence Sanger George Tolomiczenko,DRB146,16,18.833333333333332,Tuesday
BUAD-200x,Economic Foundations for Business,2.0 units,Lecture,14485R,001,8:00-9:50am,48,44,Eric Briggs,JFF322,8,9.833333333333334,Tuesday
BUAD-280,Introduction to Financial Accounting,NA,Lecture,14507D,001,9:30-10:50am,60,54,Julie Suh,JFF233,9.5,10.833333333333334,Tuesday
BUAD-280,Introduction to Financial Accounting,NA,Lecture,14509D,001,2:00-3:20pm,60,57,Matthew Shaffer,JFF233,14,15.333333333333334,Tuesday
BUAD-280,Introduction to Financial Accounting,NA,Lecture,14511D,001,12:30-1:50pm,59,56,Bill Holder,JFF233,12.5,13.833333333333334,Tuesday
BUAD-280,Introduction to Financial Accounting,NA,Lecture,14515D,001,11:00-12:20pm,59,53,Julie Suh,JFF233,11,12.333333333333334,Tuesday
BUAD-280,Introduction to Financial Accounting,NA,Lecture,14513D,001,3:30-4:50pm,59,54,Matthew Shaffer,JFF233,15.5,16.833333333333332,Tuesday
BUAD-281,Introduction to Managerial Accounting,3.0 units,Lecture,14520D,001,8:00-9:20am,42,31,George Braunegg,ACC201,8,9.333333333333334,Tuesday
BUAD-281,Introduction to Managerial Accounting,NA,Lecture,14522D,001,9:30-10:50am,47,42,George Braunegg,ACC201,9.5,10.833333333333334,Tuesday
BUAD-281,Introduction to Managerial Accounting,NA,Lecture,14524D,001,11:00-12:20pm,47,42,Francisco Roman,ACC201,11,12.333333333333334,Tuesday
BUAD-281,Introduction to Managerial Accounting,NA,Lecture,14528D,001,2:00-3:20pm,47,38,Francisco Roman,ACC310,14,15.333333333333334,Tuesday
BUAD-281,Introduction to Managerial Accounting,NA,Lecture,14529D,001,2:00-3:20pm,44,41,Bob Kiddoo,ACC303,14,15.333333333333334,Tuesday
BUAD-281,Introduction to Managerial Accounting,NA,Lecture,14530D,001,3:30-4:50pm,47,46,Francisco Roman,ACC310,15.5,16.833333333333332,Tuesday
BUAD-301,Technology Entrepreneurship,3.0 units,Lecture,14641R,001,6:00-8:50pm,60,48,Greg Autry,JFF414,18,20.833333333333332,Tuesday
BUAD-302,Communication Strategy in Business,NA,Lecture,14671D,001,8:00-9:50am,36,26,Emanuela Panebianco,JFF327,8,9.833333333333334,Tuesday
BUAD-302,Communication Strategy in Business,NA,Lecture,14673D,001,8:00-9:50am,36,26,Ellen-Linnea Dipprey,JFF331,8,9.833333333333334,Tuesday
BUAD-302,Communication Strategy in Business,NA,Lecture,14675D,001,10:00-11:50am,36,35,Lindsey Bier,JFF331,10,11.833333333333334,Tuesday
BUAD-302,Communication Strategy in Business,NA,Lecture,14677D,001,10:00-11:50am,36,35,Emanuela Panebianco,JFF327,10,11.833333333333334,Tuesday
BUAD-302,Communication Strategy in Business,NA,Lecture,14679D,001,12:00-1:50pm,36,29,Maria Colman,JFF327,12,13.833333333333334,Tuesday
BUAD-302,Communication Strategy in Business,NA,Lecture,14683D,001,2:00-3:50pm,36,36,Lindsey Bier,JFF331,14,15.833333333333334,Tuesday
BUAD-302,Communication Strategy in Business,NA,Lecture,14685D,001,2:00-3:50pm,36,33,Gerald Giaquinta,JFF327,14,15.833333333333334,Tuesday
BUAD-302,Communication Strategy in Business,NA,Lecture,14687D,001,4:00-5:50pm,36,29,Maria Colman,JFF327,16,17.833333333333332,Tuesday
BUAD-302,Communication Strategy in Business,NA,Lecture,14689D,001,4:00-5:50pm,36,33,Kidogo Kennedy,JFF331,16,17.833333333333332,Tuesday
BUAD-302,Communication Strategy in Business,NA,Lecture,14691D,001,6:00-7:50pm,36,22,Maria Colman,JFF327,18,19.833333333333332,Tuesday
BUAD-302,Communication Strategy in Business,NA,Lecture,14693D,001,6:00-7:50pm,36,35,Kidogo Kennedy,JFF331,18,19.833333333333332,Tuesday
BUAD-304,Organizational Behavior and Leadership,NA,Lecture,14727R,001,8:00-9:50am,48,47,S Amy Sommer,JFF LL101,8,9.833333333333334,Tuesday
BUAD-304,Organizational Behavior and Leadership,NA,Lecture,14728R,001,10:00-11:50am,48,47,S Amy Sommer,JFF LL101,10,11.833333333333334,Tuesday
BUAD-304,Organizational Behavior and Leadership,NA,Lecture,14729R,001,12:00-1:50pm,48,46,S Amy Sommer,JFF LL101,12,13.833333333333334,Tuesday
BUAD-304,Organizational Behavior and Leadership,NA,Lecture,14730R,001,2:00-3:50pm,48,47,Johanna Tolan,JFF LL101,14,15.833333333333334,Tuesday
BUAD-304,Organizational Behavior and Leadership,NA,Lecture,14731R,001,4:00-5:50pm,48,47,Deborah Glynn,JFF LL101,16,17.833333333333332,Tuesday
BUAD-304,Organizational Behavior and Leadership,NA,Lecture,14732R,001,6:00-7:50pm,48,48,Deborah Glynn,JFF LL101,18,19.833333333333332,Tuesday
BUAD-304,Organizational Behavior and Leadership,NA,Lecture,14733R,001,10:00-11:50am,48,46,Chris Bresnahan,JFF LL102,10,11.833333333333334,Tuesday
BUAD-304,Organizational Behavior and Leadership,NA,Lecture,14734R,001,8:00-9:50am,48,39,Johanna Tolan,JFF LL102,8,9.833333333333334,Tuesday
BUAD-304,Organizational Behavior and Leadership,NA,Lecture,14738R,001,6:00-7:50pm,48,48,Amy Bresnahan,JFF LL102,18,19.833333333333332,Tuesday
BUAD-305,Abridged Core Concepts of Accounting Information,4.0 units,Lecture,14765D,001,8:00-9:50am,40,33,Chrislynn Freed,JFF239,8,9.833333333333334,Tuesday
BUAD-305,Abridged Core Concepts of Accounting Information,NA,Lecture,14766D,001,10:00-11:50am,40,39,Chrislynn Freed,JFF239,10,11.833333333333334,Tuesday
BUAD-306,Business Finance,4.0 units,Lecture,14686R,001,4:00-5:50pm,73,73,Miao Zhang Wenhao Li,HOH1,16,17.833333333333332,Tuesday
BUAD-306,Business Finance,NA,Lecture,14786R,001,10:00-11:50am,73,72,Sena Durguner,HOH EDI,10,11.833333333333334,Tuesday
BUAD-306,Business Finance,NA,Lecture,14787R,001,8:00-9:50am,60,60,Duke Bristow,JFF236,8,9.833333333333334,Tuesday
BUAD-306,Business Finance,NA,Lecture,14788R,001,10:00-11:50am,73,73,Miao Zhang Wenhao Li,JKP110,10,11.833333333333334,Tuesday
BUAD-306,Business Finance,NA,Lecture,14789R,001,12:00-1:50pm,73,72,Sena Durguner,JKP110,12,13.833333333333334,Tuesday
BUAD-306,Business Finance,NA,Lecture,14790R,001,2:00-3:50pm,73,72,Miao Zhang Wenhao Li,HOH1,14,15.833333333333334,Tuesday
BUAD-306,Business Finance,NA,Lecture,14791R,001,6:00-7:50pm,73,62,Miao Zhang Wenhao Li,HOH1,18,19.833333333333332,Tuesday
BUAD-307,Marketing Fundamentals,NA,Discussion,14804R,001,4:00-5:50pm,40,39,Rex Kovacevich,JFF236,16,17.833333333333332,Tuesday
BUAD-307,Marketing Fundamentals,NA,Discussion,14806R,001,2:00-3:50pm,40,40,Rex Kovacevich,JFF241,14,15.833333333333334,Tuesday
BUAD-307,Marketing Fundamentals,NA,Discussion,14810R,001,10:00-11:50am,40,40,Rex Kovacevich,JFF322,10,11.833333333333334,Tuesday
BUAD-307,Marketing Fundamentals,NA,Lecture,14824R,001,2:00-3:50pm,200,194,Lars Perner,HOH EDI,14,15.833333333333334,Tuesday
